,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainTomorrow
91,2011-11-22,Adelaide,12.7,21.7,0.0,6.0,5.3,SW,43.0,NW,WSW,4.0,20.0,68.0,33.0,1015.2,1014.3,,,16.6,21.1,No
92,2012-10-08,Adelaide,10.2,23.6,0.2,10.0,,E,33.0,NNE,WSW,11.0,17.0,46.0,28.0,1016.7,1012.9,,,15.1,22.6,No
93,2015-10-15,Adelaide,16.1,36.1,0.0,,,WNW,39.0,NE,WNW,7.0,19.0,17.0,10.0,1015.2,1012.6,,,28.3,35.8,No
94,2009-03-04,Adelaide,14.1,21.1,10.2,3.4,6.4,WSW,59.0,WSW,WSW,24.0,31.0,55.0,52.0,1020.1,1021.2,,,17.0,19.6,No
95,2012-11-17,Adelaide,11.3,21.9,0.0,,,SW,33.0,W,WSW,4.0,17.0,53.0,43.0,1019.4,1016.4,,,15.6,21.3,No
96,2014-02-12,Adelaide,29.0,41.7,0.0,13.2,4.6,ESE,52.0,NE,WSW,13.0,11.0,6.0,10.0,1009.8,1008.0,,,35.5,41.1,No
97,2011-09-15,Adelaide,7.0,25.0,0.0,2.8,8.9,NW,20.0,,NW,0.0,11.0,53.0,23.0,1023.1,1018.3,,,15.8,24.8,No
98,2016-12-27,Adelaide,21.1,29.9,5.8,,,NNE,54.0,NE,E,13.0,9.0,81.0,78.0,1005.7,1000.6,,,22.8,25.0,Yes
99,2016-04-18,Adelaide,7.8,25.6,0.0,,,W,24.0,NE,WNW,11.0,9.0,34.0,32.0,1018.7,1015.3,,,19.2,24.1,No
100,2013-06-09,Adelaide,10.7,17.8,0.0,,3.8,N,28.0,,NNW,0.0,13.0,75.0,46.0,1024.3,1019.8,,,12.5,17.6,No
101,2009-08-02,Adelaide,7.7,17.6,,,9.2,NNW,43.0,N,NW,13.0,19.0,64.0,46.0,1026.7,1022.8,,,10.9,17.3,No
102,2014-10-22,Adelaide,20.4,32.2,0.0,6.4,,S,43.0,N,S,6.0,22.0,28.0,29.0,1016.5,1016.1,,,27.2,29.1,No
103,2015-12-06,Adelaide,26.6,41.5,0.0,,,ESE,52.0,NNE,SW,9.0,17.0,18.0,16.0,1011.8,1008.5,,,34.6,40.7,No
104,2008-12-10,Adelaide,14.2,28.0,0.0,6.4,12.5,SE,48.0,E,SE,13.0,13.0,56.0,35.0,1010.8,1008.9,,,19.3,25.6,No
105,2013-11-05,Adelaide,13.9,30.0,0.0,6.2,12.8,NE,31.0,NE,N,17.0,13.0,35.0,13.0,1024.6,1019.3,,,18.9,28.6,No
106,2015-12-14,Albany,13.5,22.4,0.0,6.0,8.6,,,WNW,,4.0,,71.0,,1015.8,1014.8,6.0,,19.5,,No
107,2014-07-25,Albany,8.2,19.0,0.0,2.2,5.7,,,S,NW,6.0,6.0,84.0,70.0,1017.3,1013.0,7.0,4.0,13.8,18.8,Yes
108,2012-02-06,Albany,15.3,21.7,0.2,4.0,3.3,,,NNE,ESE,6.0,19.0,75.0,62.0,1021.0,1017.8,7.0,5.0,17.9,20.3,No
109,2012-08-06,Albany,11.3,21.5,0.0,2.8,6.7,,,NW,WNW,17.0,7.0,74.0,88.0,1010.7,1007.0,3.0,8.0,15.5,15.2,Yes
110,2010-04-18,Albany,13.0,22.6,0.0,3.8,10.4,,,NE,E,17.0,31.0,79.0,68.0,1020.3,1015.7,1.0,3.0,17.5,20.8,No
111,2015-06-15,Albany,13.6,18.8,0.8,1.2,5.9,,,SE,SE,15.0,11.0,78.0,66.0,1023.1,1021.4,6.0,2.0,16.2,17.7,Yes
112,2015-05-11,Albany,14.9,18.0,0.2,2.8,0.6,,,W,SW,6.0,15.0,79.0,87.0,1030.2,1029.0,8.0,7.0,15.8,16.2,No
113,2013-07-04,Albany,10.6,15.1,7.8,2.6,3.0,,,SW,SW,33.0,17.0,61.0,66.0,1022.3,1023.2,7.0,7.0,12.2,12.3,Yes
114,2010-10-22,Albany,10.0,17.8,4.4,3.4,2.0,,,NNW,S,6.0,13.0,92.0,61.0,1023.2,1023.1,7.0,5.0,13.4,17.0,No
115,2012-07-01,Albany,11.0,19.5,0.0,1.2,5.0,,,NW,W,2.0,6.0,88.0,72.0,1028.0,1026.2,7.0,4.0,13.0,17.6,No
116,2013-05-23,Albany,11.9,21.5,0.0,,,,,N,W,15.0,4.0,81.0,60.0,1027.0,1025.1,1.0,7.0,15.0,20.0,No
117,2014-09-24,Albany,11.7,19.0,1.5,3.6,5.2,,,ESE,NNW,6.0,2.0,74.0,75.0,1023.9,1021.4,5.0,7.0,15.5,17.8,Yes
118,2010-12-05,Albany,14.8,19.3,1.2,3.4,9.9,,,SW,WSW,31.0,26.0,71.0,76.0,1004.2,1003.3,5.0,5.0,17.5,18.5,No
119,2013-10-18,Albany,14.0,20.8,0.0,7.0,6.6,,,NW,WSW,11.0,39.0,73.0,71.0,1012.6,1009.2,8.0,6.0,17.5,18.8,Yes
120,2010-10-18,Albany,11.5,28.0,0.0,6.4,12.5,,,NE,SE,6.0,19.0,55.0,,1017.9,1014.2,0.0,0.0,19.5,,No
121,2011-05-08,Albany,11.1,25.0,0.0,3.0,8.5,,,NNE,NW,9.0,6.0,62.0,39.0,1021.0,1016.8,4.0,6.0,14.5,24.3,No
122,2016-06-18,Albany,5.8,15.7,0.0,,,,,N,,19.0,,85.0,,1022.3,1018.1,1.0,,8.9,,No
123,2014-08-23,Albany,8.1,19.8,0.0,2.8,6.1,,,SW,NNW,4.0,6.0,61.0,45.0,1023.9,1021.0,7.0,8.0,13.5,18.5,No
124,2013-05-14,Albany,12.2,17.2,1.8,,1.6,,,SE,SE,11.0,9.0,94.0,77.0,1025.0,1021.4,8.0,8.0,14.2,16.4,No
125,2011-05-01,Albany,13.4,19.8,6.6,1.0,4.7,,,,SSE,0.0,9.0,93.0,89.0,1025.1,1024.1,6.0,7.0,15.4,16.6,Yes
126,2015-02-21,Albany,16.0,22.9,0.0,4.8,11.1,,,WSW,WSW,6.0,22.0,64.0,74.0,1014.4,1011.1,3.0,1.0,19.8,21.9,Yes
127,2010-07-27,Albany,10.2,17.6,0.0,2.0,8.7,,,NNW,WSW,13.0,11.0,82.0,65.0,1016.7,1013.8,3.0,6.0,12.0,17.2,No
128,2013-03-07,Albany,18.2,22.0,0.2,4.0,3.7,,,SE,SE,11.0,19.0,61.0,69.0,1021.7,1019.7,7.0,7.0,19.7,20.1,No
129,2016-10-07,Albany,11.2,21.7,0.6,,,,,NNE,,13.0,,91.0,,1012.8,1007.6,7.0,,14.8,,No
130,2014-06-12,Albany,12.5,16.0,4.2,1.2,1.8,,,SSW,W,15.0,13.0,89.0,71.0,1030.2,1029.8,7.0,7.0,14.0,14.8,No
131,2015-04-03,Albany,,23.2,0.0,3.8,10.5,,,,,,,,,1020.3,1017.2,,,,,No
132,2016-07-11,Albany,10.6,13.5,4.6,11.8,,,,SW,,41.0,,81.0,,1017.8,1020.8,6.0,,12.8,,No
133,2016-08-04,Albany,11.2,,6.6,1.0,,,,SSW,,4.0,,96.0,,1017.6,1017.1,8.0,,11.8,,No
134,2015-04-07,Albany,14.8,22.1,0.0,3.8,2.2,,,ESE,SE,19.0,26.0,58.0,63.0,1023.3,1019.0,5.0,8.0,17.1,19.9,No
135,2015-02-09,Albany,18.4,23.4,0.0,7.4,8.8,,,WSW,WSW,6.0,4.0,82.0,72.0,1019.9,1020.0,8.0,3.0,20.2,22.2,No
136,2012-04-24,Albany,10.2,22.4,0.0,2.2,8.5,,,NNE,ENE,6.0,11.0,71.0,53.0,1026.4,1022.9,3.0,7.0,15.0,20.7,No
137,2014-08-17,Albany,9.0,21.6,0.0,4.2,2.3,,,,N,0.0,4.0,82.0,53.0,1019.1,1016.1,8.0,8.0,14.4,21.0,No
138,2010-03-18,Albany,12.8,22.0,0.0,5.4,8.7,,,W,WSW,4.0,35.0,85.0,69.0,1020.5,1018.2,7.0,1.0,15.8,21.0,No
139,2012-03-15,Albany,16.9,20.9,0.0,4.0,9.6,,,SE,ESE,19.0,19.0,62.0,55.0,1020.1,1018.5,6.0,2.0,18.1,19.8,No
140,2010-04-22,Albany,14.3,18.0,9.6,1.8,1.7,,,NNE,ESE,4.0,6.0,76.0,74.0,1021.0,1017.8,8.0,5.0,16.8,16.3,No
141,2016-02-06,Albany,18.0,22.3,0.0,11.8,1.9,,,S,,9.0,,81.0,,1019.0,1018.7,6.0,,20.7,,No
142,2016-12-07,Albany,14.5,17.7,1.8,8.8,,,,W,,46.0,,65.0,,1015.2,1018.2,5.0,,16.5,,No
143,2015-05-02,Albany,6.9,19.5,0.0,2.8,7.5,,,W,SW,2.0,17.0,82.0,55.0,1019.9,1015.2,0.0,6.0,10.1,16.8,No
144,2017-03-13,Albany,17.1,26.4,9.6,,,,,NNW,,9.0,,72.0,,1002.5,1004.2,4.0,,22.7,,Yes
145,2010-11-10,Albany,14.9,18.4,13.8,2.8,0.0,,,SSE,WSW,2.0,4.0,93.0,94.0,1016.6,1012.7,8.0,8.0,15.7,17.1,Yes
146,2011-03-30,Albany,17.0,22.3,0.0,4.2,10.7,,,,SE,4.0,19.0,59.0,66.0,1028.0,1025.6,5.0,2.0,21.0,21.2,No
147,2010-02-19,Albany,19.5,21.8,0.0,5.8,2.6,,,WSW,W,13.0,31.0,82.0,75.0,1014.4,1015.3,8.0,8.0,21.2,20.9,No
148,2014-05-03,Albany,15.3,18.4,1.0,1.2,0.8,,,SW,SSW,6.0,6.0,84.0,79.0,1025.3,1022.0,7.0,8.0,17.2,17.7,No
149,2014-10-27,Albany,11.1,18.0,0.0,6.8,6.0,,,NW,SW,4.0,22.0,65.0,67.0,1024.1,1021.6,8.0,5.0,15.8,17.3,No
150,2009-07-13,Albany,10.2,14.8,8.0,1.4,5.2,,,NW,WSW,6.0,24.0,68.0,64.0,1026.2,1026.6,7.0,7.0,12.8,14.5,No
151,2015-03-31,Albany,16.0,22.2,0.0,4.4,4.3,,,W,WSW,11.0,37.0,84.0,88.0,1016.8,1017.5,7.0,8.0,19.7,18.0,Yes
152,2015-12-29,Albany,16.9,22.5,0.0,8.4,,,,WSW,,9.0,,89.0,,1010.4,1010.0,6.0,,22.0,,No
153,2013-10-12,Albany,8.7,15.1,5.8,4.6,9.3,,,SW,SW,41.0,19.0,60.0,60.0,1019.3,1021.6,5.0,4.0,13.1,14.4,No
154,2010-10-26,Albany,11.2,21.0,0.0,5.0,8.0,,,NNE,E,7.0,22.0,71.0,61.0,1022.3,1017.4,8.0,0.0,17.4,19.4,No
155,2012-09-13,Albany,10.2,18.5,0.0,3.8,8.7,,,NW,SW,7.0,19.0,70.0,65.0,1031.2,1027.5,6.0,1.0,14.2,16.6,No
156,2016-12-05,Albany,12.7,20.5,0.0,20.2,,,,NE,,9.0,,50.0,,1014.6,1012.6,6.0,,18.5,,No
157,2011-11-13,Albany,15.0,22.0,0.0,4.6,4.7,,,WNW,W,13.0,28.0,72.0,57.0,1013.2,1012.1,6.0,4.0,18.5,21.0,No
158,2017-04-06,Albany,17.8,18.8,0.0,2.8,,,,S,,22.0,,80.0,,1014.0,1014.1,8.0,,17.9,,No
159,2013-05-02,Albany,16.4,22.5,7.2,1.6,7.4,,,N,W,20.0,7.0,68.0,80.0,1003.6,1004.0,2.0,6.0,19.5,19.9,Yes
160,2013-09-19,Albany,9.9,20.0,5.6,4.0,8.0,,,NW,W,15.0,30.0,80.0,76.0,1008.9,1008.3,3.0,5.0,16.9,18.0,No
161,2015-02-15,Albany,16.1,21.7,0.0,8.4,9.5,,,S,SE,4.0,13.0,61.0,55.0,1023.1,1021.7,8.0,1.0,18.0,20.0,No
162,2010-10-27,Albany,16.3,20.6,0.0,5.0,0.5,,,N,WSW,6.0,19.0,81.0,76.0,1006.9,1005.3,8.0,8.0,18.1,17.8,Yes
163,2014-09-30,Albany,13.0,18.8,2.3,4.6,5.0,,,NNW,NW,7.0,7.0,68.0,64.0,1023.7,1023.3,7.0,1.0,15.9,17.0,No
